#  fecha#  T_2m#  Td_2m#  u_10#  v_10#  wind_speed_10#  T_2m_max#  T_2m_min#  wind_speed_max#  wind_speed_min

1986-03-01   11.41    7.65   -1.61    1.44    2.25   14.86    8.99    3.19    1.25 
1986-03-02    9.20    8.26    1.79    0.76    2.83   12.18    8.05    3.87    1.82 
1986-03-03    8.19    5.86    1.62   -0.99    2.20   10.27    6.79    3.30    0.25 
1986-03-04    7.50    4.60   -0.32   -0.28    0.97   11.75    4.50    2.60    0.18 
1986-03-05    7.67    2.90    0.34    0.25    1.32   13.32    1.50    1.80    0.06 
1986-03-06    7.48    6.22    1.66   -0.92    2.41    9.18    5.52    3.97    0.24 
1986-03-07    6.18    2.49   -1.30   -1.36    2.24    8.63    2.42    4.05    0.10 
1986-03-08    5.25    1.62   -0.25   -1.47    1.83    7.96    1.91    2.84    0.87 
1986-03-09    4.79    0.76    1.35   -0.03    1.86    9.60   -0.25    3.42    0.63 
1986-03-10    6.12    4.70    2.54   -1.04    2.88    8.42    4.84    3.41    1.92 
1986-03-11    6.60    4.52    1.11   -0.69    1.55    9.04    4.73    2.30    0.26 
1986-03-12    8.52    4.73   -0.37   -0.13    1.09   13.23    5.00    2.78    0.08 
1986-03-13    5.78    4.21    3.11   -2.53    4.61    8.33    3.80    5.90    2.38 
1986-03-14    7.17    3.44    0.50   -1.61    2.00   10.07    5.31    3.43    0.62 
1986-03-15    8.44    3.33   -0.85    1.10    1.54   14.84    1.98    2.86    0.61 
1986-03-16   10.02    5.31    0.48    1.33    2.14   15.11    6.17    3.48    0.97 
1986-03-17   11.07    6.54   -0.22    1.50    2.00   15.52    7.04    4.27    0.78 
1986-03-18   10.65    6.14    0.72    1.87    3.24   15.16    7.75    4.56    0.56 
1986-03-19    7.17    3.51    1.34   -1.54    2.30    8.85    4.67    3.42    0.41 
1986-03-20    7.17    5.24    1.28    0.12    2.48   10.57    2.77    4.36    1.24 
1986-03-21    6.98    3.90    0.07   -2.12    2.23    9.31    4.87    3.60    0.62 
1986-03-22    7.71    2.85    0.99    0.11    1.27   11.70    3.04    2.22    0.72 
1986-03-23   10.84    9.02    2.50   -0.19    2.68   12.87    9.59    3.83    1.79 
1986-03-24   10.83    7.42    3.40    0.95    5.09   17.80    4.54    7.20    2.23 
1986-03-25    4.76    0.38    4.65   -0.42    4.83    7.70    2.86    6.11    3.48 
1986-03-26    7.47    0.97    2.04    1.68    2.90   12.38    1.97    3.73    0.53 
1986-03-27   12.54    6.13    0.67    2.85    2.97   18.40    6.82    3.75    2.10 
1986-03-28    8.14    4.22    1.14    0.42    2.07   11.90    5.88    4.45    0.59 
1986-03-29    8.02    3.89    2.44    0.55    3.34   11.59    5.29    5.04    2.34 
1986-03-30    9.26    5.11    1.54    0.68    2.45   14.06    4.87    3.68    0.34 
1986-03-31   10.97    5.34    0.94    1.04    2.47   17.66    6.15    3.96    0.37 
1986-04-01   10.27    7.40   -0.71   -0.62    1.40   14.83    5.77    3.13    0.40 
1986-04-02    9.37    8.32    0.35   -0.78    1.25   13.58    7.02    2.34    0.32 
1986-04-03    6.51    4.60    0.32   -2.14    2.54    8.02    4.25    3.19    1.35 
1986-04-04    5.04    2.38   -1.17   -0.96    2.01    8.40    0.59    3.43    1.12 
1986-04-05    4.04    2.40   -1.67   -1.62    2.34    5.72    2.54    3.38    1.62 
1986-04-06    3.39    1.30   -0.50   -3.23    3.41    5.11    2.29    4.82    2.11 
1986-04-07    3.66    1.48    1.81   -1.72    2.72    6.11    0.53    4.07    0.94 
1986-04-08    3.49    1.54    1.81   -1.41    2.55    6.74    0.41    3.51    1.50 
1986-04-09    3.82    2.96    4.89   -1.11    5.04    5.11    2.54    6.74    3.77 
1986-04-10    5.57    4.72    1.72   -2.38    3.25    7.10    3.77    4.06    1.83 
1986-04-11    4.37    2.21   -0.83   -2.43    2.61    7.21    2.06    4.06    0.96 
1986-04-12    1.64   -3.09   -0.41   -3.38    3.79    2.78   -0.07    4.89    2.66 
1986-04-13    4.82    1.15    2.49   -0.74    2.99    8.19    1.74    5.01    0.23 
1986-04-14    7.33    2.82    0.16    0.38    1.54   13.86    1.03    2.67    0.30 
1986-04-15    8.29    3.35    1.25    0.93    2.38   14.11    2.42    5.06    0.14 
1986-04-16    6.99    3.19    1.11    1.38    2.61   13.10    2.00    4.13    0.55 
1986-04-17    5.12    3.20    2.23   -0.25    2.68    8.70    0.86    4.00    1.55 
1986-04-18    5.50    2.77    3.19   -1.12    3.51    7.69    3.52    4.46    2.53 
1986-04-19    7.20    5.68    3.96   -0.87    4.22    9.68    4.90    5.72    2.88 
1986-04-20   10.44    5.96    0.69    0.59    1.99   14.71    5.74    2.94    1.05 
1986-04-21   10.94    5.83    2.22    2.35    4.43   16.62    4.25    6.20    1.85 
1986-04-22    8.21    1.84    1.02    1.93    2.32   13.03    3.77    4.03    0.87 
1986-04-23    8.94    3.61    1.05    2.70    3.34   13.10    6.42    5.15    1.37 
1986-04-24    8.50    4.50    0.04    0.93    1.33   13.95    3.14    2.59    0.20 
1986-04-25    5.95    5.39    0.54   -0.83    1.83    7.75    3.76    4.01    0.66 
1986-04-26    7.26    4.17    2.81   -1.02    3.26   10.07    4.65    4.34    2.21 
1986-04-27    7.82    4.67    2.96   -0.86    3.22   11.92    5.52    4.77    2.56 
1986-04-28    7.13    3.93    2.55   -2.43    3.60    9.35    5.25    4.64    2.01 
1986-04-29    8.23    7.00    1.55   -2.52    3.00    9.80    6.58    3.79    2.02 
1986-04-30    7.84    5.37    0.66   -2.16    2.36    9.67    5.89    3.29    1.33 
1986-05-01   11.91    7.42   -0.19    0.74    1.59   18.10    5.19    3.21    0.52 
1986-05-02   10.61    6.94    1.74    0.34    3.57   17.94    4.62    4.77    2.00 
1986-05-03    8.25    2.63    0.36    0.12    1.69   12.82    3.93    2.69    0.68 
1986-05-04   11.08    3.72    0.77    2.28    2.69   16.10    4.13    4.29    0.18 
1986-05-05   11.10    7.15   -0.27    0.19    1.55   15.53    7.17    3.81    0.28 
1986-05-06   11.28    6.27    0.66   -0.22    1.65   14.43    8.11    2.75    0.34 
1986-05-07   10.75    5.08    0.69    0.27    1.92   15.23    5.37    3.84    0.30 
1986-05-08   11.88    7.03   -0.53   -0.18    1.22   17.92    5.66    2.53    0.04 
1986-05-09   14.78    9.87   -0.42    0.20    1.30   19.92    9.22    2.09    0.20 
1986-05-10   15.92   11.84    0.21    0.12    1.52   22.77    9.36    2.20    0.35 
1986-05-11   14.59   12.44   -0.35   -0.55    1.35   20.51   10.97    3.62    0.27 
1986-05-12   14.84   13.16    0.51   -0.28    1.44   21.33   10.23    2.08    0.74 
1986-05-13   11.64   10.83    0.52   -1.18    1.46   13.60    9.50    2.59    0.14 
1986-05-14   11.19    8.90   -0.51   -0.81    1.21   13.50    9.08    2.07    0.26 
1986-05-15   13.91   10.35    0.11    0.26    1.49   19.01    9.83    2.79    0.47 
1986-05-16   16.62   12.64   -0.42    0.87    1.99   21.73   10.23    3.03    0.87 
1986-05-17   19.83   15.15    0.26    1.31    2.32   26.26   14.45    3.38    0.35 
1986-05-18   14.97   13.30   -0.72   -0.66    1.64   18.61   12.75    2.46    1.10 
1986-05-19   19.32   15.09   -0.27    1.37    1.98   25.19   15.45    2.90    0.92 
1986-05-20   14.36   13.00    0.86   -1.07    1.49   18.56   10.10    3.14    0.18 
1986-05-21   13.99    9.39   -0.22   -0.51    1.35   18.80    8.87    2.74    0.38 
1986-05-22   16.40   12.02   -0.58   -0.07    1.42   23.27    8.46    2.30    0.85 
1986-05-23   14.51   12.57    1.65   -0.83    2.17   17.23   12.21    2.87    1.35 
1986-05-24   13.31   11.26   -0.26   -1.50    1.78   15.03   11.92    2.70    0.37 
1986-05-25   16.50   13.76   -0.12   -0.44    1.36   22.68   11.09    2.98    0.60 
1986-05-26   14.71   13.30    1.58   -0.41    2.00   16.89   12.50    3.30    0.97 
1986-05-27   13.64   11.12    0.33   -0.93    1.44   16.72   10.30    2.60    0.27 
1986-05-28   10.54    8.31    1.22   -1.74    2.37   12.25    9.09    3.92    0.72 
1986-05-29   10.01    4.95    0.03   -3.32    3.39   12.04    8.51    4.35    2.25 
1986-05-30   10.23    6.02   -0.07   -2.63    2.70   12.73    8.20    3.82    1.85 
1986-05-31   10.34    6.97    0.77   -1.67    1.94   12.13    8.58    3.05    0.48 
1986-06-01   11.57    9.74    1.97   -0.82    2.45   13.63    9.26    3.84    1.47 
1986-06-02   12.73   11.33    1.16   -1.44    1.95   14.92   10.98    2.92    0.98 
1986-06-03   13.11   11.20    0.82   -1.45    1.73   15.11   11.69    2.44    1.08 
1986-06-04   11.69    9.87    2.22   -1.86    2.97   12.83    9.63    3.92    1.42 
1986-06-05   10.85    9.92    2.78   -1.76    3.70   12.23    9.36    5.32    2.35 
1986-06-06   10.44    7.23    1.15   -2.21    2.52   12.81    8.75    3.54    1.52 
1986-06-07   10.82    7.04    1.23   -1.60    2.16   13.38    8.50    3.26    0.42 
1986-06-08   12.25    8.38   -0.65   -0.48    1.48   17.17    6.80    2.74    0.13 
1986-06-09   16.23   11.26   -0.22    0.43    1.35   23.95    6.97    2.07    0.54 
1986-06-10   13.40   11.57    1.09   -1.10    1.86   15.16   10.31    2.78    0.92 
1986-06-11   13.20    9.05    0.69   -0.57    1.27   17.16    9.32    2.33    0.15 
1986-06-12   13.57   11.51    2.05   -2.06    3.12   14.99   12.12    3.71    2.14 
1986-06-13   13.32   10.54    0.58   -2.32    2.57   15.55   11.42    3.63    1.47 
1986-06-14   14.47   11.77    1.55   -1.01    2.19   17.71   11.98    3.36    1.35 
1986-06-15   18.54   13.72   -0.95    0.97    1.83   25.31   11.01    2.68    1.25 
1986-06-16   19.35   14.22    0.56    0.40    2.03   24.31   14.91    3.20    0.15 
1986-06-17   14.42   12.55    1.30   -1.29    1.92   16.15   12.89    2.41    1.06 
1986-06-18   15.99   13.22   -1.06   -0.93    1.60   21.17   12.57    2.99    0.77 
1986-06-19   17.35   15.01    0.62   -0.77    1.50   23.14   12.35    2.84    0.25 
1986-06-20   18.79   15.78   -0.37   -0.11    1.59   25.84   14.24    2.38    0.82 
1986-06-21   15.97   15.14   -0.24   -0.90    1.55   18.73   14.85    2.17    0.70 
1986-06-22   17.92   12.29    0.01    0.49    1.97   23.04   13.62    3.13    0.71 
1986-06-23   15.86    9.96    0.73    0.15    2.67   19.00   12.44    4.28    1.22 
1986-06-24   18.25   12.79   -0.71    0.09    1.66   25.65   10.80    2.84    1.19 
1986-06-25   19.48   15.85    0.43    0.10    1.35   24.88   14.51    2.47    0.39 
1986-06-26   23.53   14.79   -1.36    1.26    2.25   29.88   17.07    3.92    0.25 
1986-06-27   18.67   15.69    0.80   -1.21    2.14   21.85   15.91    3.80    1.01 
1986-06-28   18.18   15.84    0.66   -1.18    1.56   23.53   15.48    2.72    0.59 
1986-06-29   15.10   13.20    2.02   -1.61    2.60   16.07   13.68    3.51    1.55 
1986-06-30   14.44   11.16    1.53   -1.95    2.79   16.44   12.11    3.71    1.16 
1986-07-01   16.06   12.94   -0.68   -1.08    1.52   21.54   11.85    2.50    0.28 
1986-07-02   18.02   15.81    0.96   -0.15    1.63   24.13   13.60    2.79    0.24 
1986-07-03   16.06   14.21    1.20   -1.43    2.13   18.17   14.77    2.60    1.09 
1986-07-04   17.15   14.38   -0.60   -1.10    1.42   21.79   14.47    3.29    0.59 
1986-07-05   18.33   15.20    0.06   -0.05    1.29   24.27   12.61    2.31    0.33 
1986-07-06   16.38   13.50    2.76   -1.14    3.31   18.25   13.90    6.34    1.32 
1986-07-07   15.23   11.56    0.04   -1.30    1.54   18.69   12.29    2.40    0.51 
1986-07-08   15.45   11.66   -0.27   -1.30    1.52   19.16   12.45    2.82    0.23 
1986-07-09   15.40   11.82   -0.49   -1.67    1.77   18.78   12.07    2.84    0.93 
1986-07-10   17.87   14.27   -0.56   -1.09    1.71   22.39   13.70    3.35    0.06 
1986-07-11   18.37   15.49    1.42   -0.87    2.17   22.44   14.54    2.77    1.16 
1986-07-12   15.76   13.97    2.21   -2.64    3.46   16.98   14.26    4.34    2.31 
1986-07-13   15.45   14.12    1.66   -2.57    3.09   17.72   13.67    3.81    2.21 
1986-07-14   16.06   14.17    1.34   -2.51    2.90   18.37   14.35    3.84    1.91 
1986-07-15   17.52   14.45    0.63   -1.29    1.89   21.12   15.09    2.69    0.86 
1986-07-16   19.65   15.49   -0.01    0.18    1.60   26.74   12.71    2.90    0.79 
1986-07-17   18.71   16.34    1.87   -1.22    2.71   21.88   15.13    3.48    1.92 
1986-07-18   15.97   12.95    1.80   -3.20    3.70   17.19   14.64    4.85    2.68 
1986-07-19   16.18   12.44    0.46   -2.32    2.52   18.81   13.49    3.41    1.28 
1986-07-20   15.96   12.23    0.62   -1.51    1.87   19.47   12.71    2.90    0.32 
1986-07-21   17.86   14.14   -0.54   -0.62    1.31   22.81   12.81    2.45    0.14 
1986-07-22   19.92   15.42    0.88    0.33    2.07   28.93   12.83    4.05    0.63 
1986-07-23   17.03   15.02    1.24   -1.87    2.68   18.86   14.81    3.68    1.98 
1986-07-24   15.67   11.09   -0.31   -1.79    1.93   18.28   13.77    2.65    1.07 
1986-07-25   16.68   13.00   -0.45   -1.19    1.57   22.12   12.21    3.32    0.65 
1986-07-26   16.08   12.98    0.43   -1.40    1.55   18.41   14.07    2.55    0.43 
1986-07-27   17.63   14.29   -0.42   -0.51    1.49   22.05   13.38    2.62    0.31 
1986-07-28   20.42   15.94    0.34    0.21    1.62   28.74   13.04    2.95    0.27 
1986-07-29   19.06   16.42   -0.25   -1.00    1.30   23.10   16.22    2.46    0.21 
1986-07-30   20.89   16.88   -0.07   -0.51    1.60   30.50   15.83    4.01    0.73 
1986-07-31   17.27   14.92    0.91   -1.59    2.09   19.10   14.93    3.27    1.03 
1986-08-01   18.58   14.84   -0.61   -0.68    1.22   24.92   12.77    2.81    0.43 
1986-08-02   19.40   16.67   -0.60   -0.98    1.41   23.93   15.16    3.37    0.30 
1986-08-03   19.40   17.00    1.02   -0.85    1.90   26.85   15.18    3.75    0.56 
1986-08-04   14.66   11.80    1.56   -1.63    2.48   15.84   13.61    3.59    1.36 
1986-08-05   16.70   12.33   -1.53   -0.93    2.02   22.48   10.95    2.84    0.94 
1986-08-06   17.60   14.92    0.67   -0.72    1.64   22.00   12.71    2.87    0.86 
1986-08-07   16.61   14.40   -0.13   -1.22    1.86   19.74   13.20    3.34    0.14 
1986-08-08   16.50   13.12   -0.82   -1.45    1.70   19.34   14.56    2.52    0.15 
1986-08-09   17.81   14.94    0.01   -0.53    0.93   22.10   14.12    2.60    0.22 
1986-08-10   17.84   15.74    0.29   -1.07    1.43   21.16   13.52    2.31    0.34 
1986-08-11   16.14   15.28    0.85   -1.38    1.75   17.59   14.05    3.66    0.44 
1986-08-12   16.76   13.90   -0.62   -0.67    1.40   20.81   13.24    3.10    0.24 
1986-08-13   18.05   15.53    0.43   -0.48    1.21   22.83   13.48    3.06    0.52 
1986-08-14   18.73   16.52   -0.41   -0.72    1.22   23.23   14.82    2.69    0.55 
1986-08-15   18.49   16.90   -0.35   -1.27    1.35   21.59   16.67    2.97    0.39 
1986-08-16   21.30   18.17   -0.35   -0.62    1.59   28.77   15.83    2.84    0.76 
1986-08-17   21.30   18.27    0.76   -0.50    1.52   27.57   18.78    3.74    0.12 
1986-08-18   20.14   15.36    1.24    0.26    1.99   24.85   16.84    3.99    0.27 
1986-08-19   15.80   12.20    2.23   -1.60    3.08   17.22   13.49    4.52    0.49 
1986-08-20   17.16   12.59   -0.91   -0.34    1.61   23.69    9.95    3.14    0.29 
1986-08-21   18.57   16.09    0.46   -0.57    1.41   24.44   13.56    2.98    0.68 
1986-08-22   18.91   14.75    0.25   -0.39    1.75   24.11   14.21    3.47    0.57 
1986-08-23   15.64   13.00    2.49   -1.45    2.93   16.77   14.67    3.65    2.41 
1986-08-24   15.06   12.11    2.50   -0.86    2.94   16.94   12.50    4.67    0.38 
1986-08-25   18.63   13.26   -0.35    0.94    1.58   26.95   10.75    2.36    0.85 
1986-08-26   16.61   13.46    1.65   -0.90    2.55   20.69   13.44    4.70    0.88 
1986-08-27   14.01   10.68    0.66   -1.58    1.78   15.86   12.68    2.82    0.73 
1986-08-28   12.36   10.45    1.85   -1.44    2.38   14.17   10.72    3.14    1.44 
1986-08-29   12.31    9.08    1.78   -1.00    2.31   14.68   10.15    3.34    0.34 
1986-08-30   13.38    8.31   -0.85   -1.14    1.75   16.78    9.70    3.42    0.37 
1986-08-31   14.48   10.06   -1.19   -1.48    2.02   17.69   10.73    3.52    0.97 
1986-09-01   16.29   11.11   -0.67   -0.88    1.35   20.16   13.18    2.83    0.03 
1986-09-02   15.66   11.00   -0.54   -0.11    1.26   20.98    9.83    1.97    0.12 
1986-09-03   15.87   12.34   -0.24   -0.62    1.53   21.93   10.26    2.86    0.22 
1986-09-04   16.27   13.12   -0.63   -0.74    1.55   20.43   12.41    3.08    0.10 
1986-09-05   17.20   12.81   -0.29   -0.22    1.39   24.23   10.17    2.71    0.82 
1986-09-06   16.95   13.58    0.77   -0.35    1.34   21.74   12.88    2.39    0.61 
1986-09-07   15.87   12.57    0.26   -0.81    1.24   20.13   12.24    2.56    0.29 
1986-09-08   15.92   14.68   -0.31   -0.45    1.10   18.98   11.98    2.60    0.24 
1986-09-09   16.60   14.98    0.34   -1.01    1.29   19.03   14.17    2.47    0.24 
1986-09-10   16.57   13.17   -0.32   -0.21    1.33   21.07   12.35    2.37    0.07 
1986-09-11   19.66   15.54   -0.47    0.79    1.19   25.97   14.08    2.52    0.26 
1986-09-12   19.97   17.17   -0.22    0.93    1.83   23.00   17.22    2.73    0.99 
1986-09-13   22.59   15.31    0.66    1.99    2.55   27.97   19.13    4.32    0.17 
1986-09-14   22.16   17.13   -0.79    1.09    1.58   27.41   17.00    3.12    0.74 
1986-09-15   21.45   17.01   -0.31    2.88    3.22   24.84   17.60    5.14    0.26 
1986-09-16   17.71   17.19   -0.52   -0.94    1.26   19.95   16.55    2.71    0.17 
1986-09-17   15.06   13.76    1.66   -1.45    2.31   16.77   12.90    4.15    0.15 
1986-09-18   13.51   10.38   -1.04   -1.75    2.14   14.98   12.38    2.86    1.19 
1986-09-19   15.57   12.90   -1.13   -0.84    1.52   18.99   12.90    2.69    0.72 
1986-09-20   18.11   16.27   -0.34   -0.25    0.98   23.37   13.39    2.06    0.22 
1986-09-21   18.55   16.93   -0.28   -0.55    1.23   21.78   16.15    2.24    0.34 
1986-09-22   19.16   16.08   -0.70    0.42    1.38   23.58   15.33    2.26    0.38 
1986-09-23   18.39   16.47    0.42    0.31    1.51   22.92   16.11    2.52    0.49 
1986-09-24   14.79   14.29    2.85   -1.22    3.28   15.96   13.62    5.54    1.14 
1986-09-25   13.12   11.52    4.16   -1.91    4.59   14.56   11.68    5.76    3.02 
1986-09-26   12.54   11.97    3.23   -2.45    4.14   13.83   11.83    4.87    2.35 
1986-09-27   13.13   10.10    0.80   -2.09    2.32   15.19   11.46    2.93    1.71 
1986-09-28   13.22   10.52   -0.18   -1.81    1.87   16.02   10.53    2.74    1.07 
1986-09-29   13.63   11.50   -0.03   -0.88    1.11   16.52   10.96    2.30    0.28 
1986-09-30   14.17   12.27   -0.13    0.06    1.33   18.89   10.48    2.43    0.27 
1986-10-01   16.16   13.96   -0.09    0.68    1.17   21.04   11.41    1.46    0.61 
1986-10-02   16.52   14.56   -0.27    0.05    1.07   21.30   11.61    2.10    0.31 
1986-10-03   17.72   15.06   -0.69    2.72    2.83   22.09   13.55    3.84    1.70 
1986-10-04   18.89   16.11    0.15    0.79    1.87   22.57   16.37    3.97    0.40 
1986-10-05   17.58   16.22    0.08   -0.75    0.95   21.32   15.85    2.33    0.08 
1986-10-06   18.10   16.42   -0.39   -0.36    0.98   21.79   15.58    2.03    0.05 
1986-10-07   18.00   15.62   -0.29    0.23    1.10   22.99   13.75    2.05    0.18 
1986-10-08   16.65   14.99    0.50   -0.25    1.20   20.73   13.29    2.06    0.52 
1986-10-09   15.45   12.19    0.13    0.51    1.29   20.22   11.40    1.68    0.47 
1986-10-10   14.91   12.11   -0.16   -0.10    1.37   20.86    9.31    2.37    0.14 
1986-10-11   14.80   13.22   -0.86   -1.03    1.43   16.85   13.41    2.36    0.53 
1986-10-12   16.35   12.27   -1.45    1.06    1.95   21.46   11.09    2.73    1.04 
1986-10-13   17.21   13.92   -1.28    2.83    3.21   20.80   15.25    4.13    1.93 
1986-10-14   16.91   13.40   -0.50    1.38    1.93   20.97   13.04    3.09    0.44 
1986-10-15   14.89   13.31    0.12   -0.88    1.54   18.02   11.91    2.60    0.71 
1986-10-16   14.68   14.05    0.67   -1.05    1.30   15.58   13.97    1.84    0.67 
1986-10-17   14.22   13.99    0.78   -0.66    1.15   15.35   13.61    1.52    0.57 
1986-10-18   13.24   12.59    1.64   -0.66    2.05   14.60   11.40    2.99    0.99 
1986-10-19   12.79   10.34    2.97    0.22    3.39   15.59   10.86    5.44    1.94 
1986-10-20   15.30   11.26    2.05    0.83    3.08   19.32   11.88    4.03    2.00 
1986-10-21   16.47   13.34    1.48   -0.22    1.85   20.00   14.69    3.45    0.33 
1986-10-22   16.88   12.18    0.66    1.13    1.39   21.63   12.47    2.47    0.29 
1986-10-23   12.06    8.34    2.29   -2.22    3.32   15.89    9.65    5.20    0.97 
1986-10-24   11.79    6.23    0.18    3.21    3.32   17.15    7.04    5.09    1.19 
1986-10-25   11.83    8.88    3.10   -0.17    3.69   14.50   10.46    6.72    1.84 
1986-10-26   11.13    7.99    2.04   -0.93    2.41   13.08   10.06    3.55    0.14 
1986-10-27   10.87    6.99   -0.07    0.33    0.95   14.83    6.31    1.64    0.19 
1986-10-28   12.39    9.10   -0.08    0.30    1.20   17.11    8.16    1.66    0.14 
1986-10-29   10.69    9.31    0.97   -0.70    1.83   13.08    7.71    3.37    0.05 
1986-10-30    8.13    5.73    0.29   -0.23    1.19   12.09    3.31    2.20    0.39 
1986-10-31    9.35    5.71   -0.20    0.45    1.17   13.94    4.49    1.84    0.42 
1986-11-01   12.35    9.64    1.04    0.43    1.85   16.68    7.60    3.05    0.76 
1986-11-02    9.77    7.13    0.30   -2.18    2.91   12.21    7.23    4.10    1.43 
1986-11-03    6.73    2.85   -1.03   -1.10    1.58    9.50    3.97    2.46    0.55 
